payment_year,hcpcs_cpt_code,included_flag
2023,25820,yes
2023,25825,yes
2023,25830,yes
2023,25900,yes
2023,25905,yes
2023,25907,yes
2023,25909,yes
2023,25915,yes
2023,25920,yes
2023,25922,yes
2023,25924,yes
2023,25927,yes
2023,25929,yes
2023,25931,yes
2023,25999,yes
2023,26010,yes
2023,26011,yes
2023,26020,yes
2023,26025,yes
2023,26030,yes
2023,26034,yes
2023,26035,yes
2023,26037,yes
2023,26040,yes
2023,26045,yes
2023,26055,yes
2023,26060,yes
2023,26070,yes
2023,26075,yes
2023,26080,yes
2023,26100,yes
2023,26105,yes
2023,26110,yes
2023,26111,yes
2023,26113,yes
2023,26115,yes
2023,26116,yes
2023,26117,yes
2023,26118,yes
2023,26121,yes
2023,26123,yes
2023,26130,yes
2023,26135,yes
2023,26140,yes
2023,26145,yes
2023,26160,yes
2023,26170,yes
2023,26180,yes
2023,26185,yes
2023,26200,yes
2023,26205,yes
2023,26210,yes
2023,26215,yes
2023,26230,yes
2023,26235,yes
2023,26236,yes
2023,26250,yes
2023,26260,yes
2023,26262,yes
2023,26320,yes
2023,26340,yes
2023,26341,yes
2023,26350,yes
2023,26352,yes
2023,26356,yes
2023,26357,yes
2023,26358,yes
2023,26370,yes
2023,26372,yes
2023,26373,yes
2023,26390,yes
2023,26392,yes
2023,26410,yes
2023,26412,yes
2023,26415,yes
2023,26416,yes
2023,26418,yes
2023,26420,yes
2023,26426,yes
2023,26428,yes
2023,26432,yes
2023,26433,yes
2023,26434,yes
2023,26437,yes
2023,26440,yes
2023,26442,yes
2023,26445,yes
2023,26449,yes
2023,26450,yes
2023,26455,yes
2023,26460,yes
2023,26471,yes
2023,26474,yes
2023,26476,yes
2023,26477,yes
2023,26478,yes
2023,26479,yes
2023,26480,yes
2023,26483,yes
2023,26485,yes
2023,26489,yes
2023,26490,yes
2023,26492,yes
2023,26494,yes
2023,26496,yes
2023,26497,yes
2023,26498,yes
2023,26499,yes
2023,26500,yes
2023,26502,yes
2023,26508,yes
2023,26510,yes
2023,26516,yes
2023,26517,yes
2023,26518,yes
2023,26520,yes
2023,26525,yes
2023,26530,yes
2023,26531,yes
2023,26535,yes
2023,26536,yes
2023,26540,yes
2023,26541,yes
2023,26542,yes
2023,26545,yes
2023,26546,yes
2023,26548,yes
2023,26550,yes
2023,26551,yes
2023,26553,yes
2023,26554,yes
2023,26555,yes
2023,26556,yes
2023,26560,yes
2023,26561,yes
2023,26562,yes
2023,26565,yes
2023,26567,yes
2023,26568,yes
2023,26580,yes
2023,26587,yes
2023,26590,yes
2023,26591,yes
2023,26593,yes
2023,26596,yes
2023,26600,yes
2023,26605,yes
2023,26607,yes
2023,26608,yes
2023,26615,yes
2023,26641,yes
2023,26645,yes
2023,26650,yes
2023,26665,yes
2023,26670,yes
2023,26675,yes
2023,26676,yes
2023,26685,yes
2023,26686,yes
2023,26700,yes
2023,26705,yes
2023,26706,yes
2023,26715,yes
2023,26720,yes
2023,26725,yes
2023,26727,yes
2023,26735,yes
2023,26740,yes
2023,26742,yes
2023,26746,yes
2023,26750,yes
2023,26755,yes
2023,26756,yes
2023,26765,yes
2023,26770,yes
2023,26775,yes
2023,26776,yes
2023,26785,yes
2023,26820,yes
2023,26841,yes
2023,26842,yes
2023,26843,yes
2023,26844,yes
2023,26850,yes
2023,26852,yes
2023,26860,yes
2023,26862,yes
2023,26910,yes
2023,26951,yes
2023,26952,yes
2023,26989,yes
2023,26990,yes
2023,26991,yes
2023,26992,yes
2023,27000,yes
2023,27001,yes
2023,27003,yes
2023,27005,yes
2023,27006,yes
2023,27025,yes
2023,27027,yes
2023,27030,yes
2023,27033,yes
2023,27035,yes
2023,27036,yes
2023,27043,yes
2023,27045,yes
2023,27047,yes
2023,27048,yes
2023,27049,yes
2023,27050,yes
2023,27052,yes
2023,27054,yes
2023,27057,yes
2023,27059,yes
2023,27060,yes
2023,27062,yes
2023,27065,yes
2023,27066,yes
2023,27067,yes
2023,27070,yes
2023,27071,yes
2023,27075,yes
2023,27076,yes
2023,27077,yes
2023,27078,yes
2023,27080,yes
2023,27086,yes
2023,27087,yes
2023,27090,yes
2023,27091,yes
2023,27096,yes
2023,27097,yes
2023,27098,yes
2023,27100,yes
2023,27105,yes
2023,27110,yes
2023,27111,yes
2023,27120,yes
2023,27122,yes
2023,27125,yes
2023,27130,yes
2023,27132,yes
2023,27134,yes
2023,27137,yes
2023,27138,yes
2023,27140,yes
2023,27146,yes
2023,27147,yes
2023,27151,yes
2023,27156,yes
2023,27158,yes
2023,27161,yes
2023,27165,yes
2023,27170,yes
2023,27175,yes
2023,27176,yes
2023,27177,yes
2023,27178,yes
2023,27179,yes
2023,27181,yes
2023,27185,yes
2023,27187,yes
2023,27197,yes
2023,27198,yes
2023,27200,yes
2023,27202,yes
2023,27215,yes
2023,27216,yes
2023,27217,yes
2023,27218,yes
2023,27220,yes
2023,27222,yes
2023,27226,yes
2023,27227,yes
2023,27228,yes
2023,27230,yes
2023,27232,yes
2023,27235,yes
2023,27236,yes
2023,27238,yes
2023,27240,yes
2023,27244,yes
2023,27245,yes
2023,27246,yes
2023,27248,yes
2023,27250,yes
2023,27252,yes
2023,27253,yes
2023,27254,yes
2023,27256,yes
2023,27257,yes
2023,27258,yes
2023,27259,yes
2023,27265,yes
2023,27266,yes
2023,27267,yes
2023,27268,yes
2023,27269,yes
2023,27275,yes
2023,27279,yes
2023,27280,yes
2023,27282,yes
2023,27284,yes
2023,27286,yes
2023,27290,yes
2023,27295,yes
2023,27299,yes
2023,27301,yes
2023,27303,yes
2023,27305,yes
2023,27306,yes
2023,27307,yes
2023,27310,yes
2023,27325,yes
2023,27326,yes
2023,27327,yes
2023,27328,yes
2023,27329,yes
2023,27330,yes
2023,27331,yes
2023,27332,yes
2023,27333,yes
2023,27334,yes
2023,27335,yes
2023,27337,yes
2023,27339,yes
2023,27340,yes
2023,27345,yes
2023,27347,yes
2023,27350,yes
2023,27355,yes
2023,27356,yes
2023,27357,yes
2023,27360,yes
2023,27364,yes
2023,27365,yes
2023,27372,yes
2023,27380,yes
2023,27381,yes
2023,27385,yes
2023,27386,yes
2023,27390,yes
2023,27391,yes
2023,27392,yes
2023,27393,yes
2023,27394,yes
2023,27395,yes
2023,27396,yes
2023,27397,yes
2023,27400,yes
2023,27403,yes
2023,27405,yes
2023,27407,yes
2023,27409,yes
2023,27412,yes
2023,27415,yes
2023,27416,yes
2023,27418,yes
2023,27420,yes
2023,27422,yes
2023,27424,yes
2023,27425,yes
2023,27427,yes
2023,27428,yes
2023,27429,yes
2023,27430,yes
2023,27435,yes
2023,27437,yes
2023,27438,yes
2023,27440,yes
2023,27441,yes
2023,27442,yes
2023,27443,yes
2023,27445,yes
2023,27446,yes
2023,27447,yes
2023,27448,yes
2023,27450,yes
2023,27454,yes
2023,27455,yes
2023,27457,yes
2023,27465,yes
2023,27466,yes
2023,27468,yes
2023,27470,yes
2023,27472,yes
2023,27475,yes
2023,27477,yes
2023,27479,yes
2023,27485,yes
2023,27486,yes
2023,27487,yes
2023,27488,yes
2023,27495,yes
2023,27496,yes
2023,27497,yes
2023,27498,yes
2023,27499,yes
2023,27500,yes
2023,27501,yes
2023,27502,yes
2023,27503,yes
2023,27506,yes
2023,27507,yes
2023,27508,yes
2023,27509,yes
2023,27510,yes
2023,27511,yes
2023,27513,yes
2023,27514,yes
2023,27516,yes
2023,27517,yes
2023,27519,yes
2023,27520,yes
2023,27524,yes
2023,27530,yes
2023,27532,yes
2023,27535,yes
2023,27536,yes
2023,27538,yes
2023,27540,yes
2023,27550,yes
2023,27552,yes
2023,27556,yes
2023,27557,yes
2023,27558,yes
2023,27560,yes
2023,27562,yes
2023,27566,yes
2023,27570,yes
2023,27580,yes
2023,27590,yes
2023,27591,yes
2023,27592,yes
2023,27594,yes
2023,27596,yes
2023,27598,yes
2023,27599,yes
2023,27600,yes
2023,27601,yes
2023,27602,yes
2023,27603,yes
2023,27604,yes
2023,27605,yes
2023,27606,yes
2023,27607,yes
2023,27610,yes
2023,27612,yes
2023,27615,yes
2023,27616,yes
2023,27618,yes
2023,27619,yes
2023,27620,yes
2023,27625,yes
2023,27626,yes
2023,27630,yes
2023,27632,yes
2023,27634,yes
2023,27635,yes
2023,27637,yes
2023,27638,yes
2023,27640,yes
2023,27641,yes
2023,27645,yes
2023,27646,yes
2023,27647,yes
2023,27650,yes
2023,27652,yes
2023,27654,yes
2023,27656,yes
2023,27658,yes
2023,27659,yes
2023,27664,yes
2023,27665,yes
2023,27675,yes
2023,27676,yes
2023,27680,yes
2023,27681,yes
2023,27685,yes
2023,27686,yes
2023,27687,yes
2023,27690,yes
2023,27691,yes
2023,27695,yes
2023,27696,yes
2023,27698,yes
2023,27700,yes
2023,27702,yes
2023,27703,yes
2023,27704,yes
2023,27705,yes
2023,27707,yes
2023,27709,yes
2023,27712,yes
2023,27715,yes
2023,27720,yes
2023,27722,yes
2023,27724,yes
2023,27725,yes
2023,27726,yes
2023,27727,yes
2023,27730,yes
2023,27732,yes
2023,27734,yes
2023,27740,yes
2023,27742,yes
2023,27745,yes
2023,27750,yes
2023,27752,yes
2023,27756,yes
2023,27758,yes
2023,27759,yes
2023,27760,yes
2023,27762,yes
2023,27766,yes
2023,27767,yes
2023,27768,yes
2023,27769,yes
2023,27780,yes
2023,27781,yes
2023,27784,yes
2023,27786,yes
2023,27788,yes
2023,27792,yes
2023,27808,yes
2023,27810,yes
2023,27814,yes
2023,27816,yes
2023,27818,yes
2023,27822,yes
2023,27823,yes
2023,27824,yes
2023,27825,yes
2023,27826,yes
2023,27827,yes
2023,27828,yes
2023,27829,yes
2023,27830,yes
2023,27831,yes
2023,27832,yes
2023,27840,yes
2023,27842,yes
2023,27846,yes
2023,27848,yes
2023,27860,yes
2023,27870,yes
2023,27871,yes
2023,27880,yes
2023,27881,yes
2023,27882,yes
2023,27884,yes
2023,27886,yes
2023,27888,yes
2023,27889,yes
2023,27892,yes
2023,27893,yes
2023,27894,yes
2023,27899,yes
2023,28001,yes
2023,28002,yes
2023,28003,yes
2023,28005,yes
2023,28008,yes
2023,28010,yes
2023,28011,yes
2023,28020,yes
2023,28022,yes
2023,28024,yes
2023,28035,yes
2023,28039,yes
2023,28041,yes
2023,28043,yes
2023,28045,yes
2023,28046,yes
2023,28047,yes
2023,28050,yes
2023,28052,yes
2023,28054,yes
2023,28055,yes
2023,28060,yes
2023,28062,yes
2023,28070,yes
2023,28072,yes
2023,28080,yes
2023,28086,yes
2023,28088,yes
2023,28090,yes
2023,28092,yes
2023,28100,yes
2023,28102,yes
2023,28103,yes
2023,28104,yes
2023,28106,yes
2023,28107,yes
2023,28108,yes
2023,28110,yes
2023,28111,yes
2023,28112,yes
2023,28113,yes
2023,28114,yes
2023,28116,yes
2023,28118,yes
2023,28119,yes
2023,28120,yes
2023,28122,yes
2023,28124,yes
2023,28126,yes
2023,28130,yes
2023,28140,yes
2023,28150,yes
2023,28153,yes
2023,28160,yes
2023,28171,yes
2023,28173,yes
2023,28175,yes
2023,28190,yes
2023,28192,yes
2023,28193,yes
2023,28200,yes
2023,28202,yes
2023,28208,yes
2023,28210,yes
2023,28220,yes
2023,28222,yes
2023,28225,yes
2023,28226,yes
2023,28230,yes
2023,28232,yes
2023,28234,yes
2023,28238,yes
2023,28240,yes
2023,28250,yes
2023,28260,yes
2023,28261,yes
2023,28262,yes
2023,28264,yes
2023,28270,yes
2023,28272,yes
2023,28280,yes
2023,28285,yes
2023,28286,yes
2023,28288,yes
2023,28289,yes
2023,28291,yes
2023,28292,yes
2023,28295,yes
2023,28296,yes
2023,28297,yes
2023,28298,yes
2023,28299,yes
2023,28300,yes
2023,28302,yes
2023,28304,yes
2023,28305,yes
2023,28306,yes
2023,28307,yes
2023,28308,yes
2023,28309,yes
2023,28310,yes
2023,28312,yes
2023,28313,yes
2023,28315,yes
2023,28320,yes
2023,28322,yes
2023,28340,yes
2023,28341,yes
2023,28344,yes
2023,28345,yes
2023,28360,yes
2023,28400,yes
2023,28405,yes
2023,28406,yes
2023,28415,yes
2023,28420,yes
2023,28430,yes
2023,28435,yes
2023,28436,yes
2023,28445,yes
2023,28446,yes
2023,28450,yes
2023,28455,yes
2023,28456,yes
2023,28465,yes
2023,28470,yes
2023,28475,yes
2023,28476,yes
2023,28485,yes
2023,28490,yes
2023,28495,yes
2023,28496,yes
2023,28505,yes
2023,28510,yes
2023,28515,yes
2023,28525,yes
2023,28530,yes
2023,28531,yes
2023,28540,yes
2023,28545,yes
2023,28546,yes
2023,28555,yes
2023,28570,yes
2023,28575,yes
2023,28576,yes
2023,28585,yes
2023,28600,yes
2023,28605,yes
2023,28606,yes
2023,28615,yes
2023,28630,yes
2023,28635,yes
2023,28636,yes
2023,28645,yes
2023,28660,yes
2023,28665,yes
2023,28666,yes
2023,28675,yes
2023,28705,yes
2023,28715,yes
2023,28725,yes
2023,28730,yes
2023,28735,yes
2023,28737,yes
2023,28740,yes
2023,28750,yes
2023,28755,yes
2023,28760,yes
2023,28800,yes
2023,28805,yes
2023,28810,yes
2023,28820,yes
2023,28825,yes
2023,28890,yes
2023,28899,yes
2023,29000,yes
2023,29010,yes
2023,29015,yes
2023,29035,yes
2023,29040,yes
2023,29044,yes
2023,29046,yes
2023,29049,yes
2023,29055,yes
2023,29058,yes
2023,29065,yes
2023,29075,yes
2023,29085,yes
2023,29086,yes
2023,29105,yes
2023,29125,yes
2023,29126,yes
2023,29130,yes
2023,29131,yes
2023,29200,yes
2023,29240,yes
2023,29260,yes
2023,29280,yes
2023,29305,yes
2023,29325,yes
2023,29345,yes
2023,29355,yes
2023,29358,yes
2023,29365,yes
2023,29405,yes
2023,29425,yes
2023,29435,yes
2023,29440,yes
2023,29445,yes
2023,29450,yes
2023,29505,yes
2023,29515,yes
2023,29520,yes
2023,29530,yes
2023,29540,yes
2023,29550,yes
2023,29580,yes
2023,29581,yes
2023,29584,yes
2023,29700,yes
2023,29705,yes
2023,29710,yes
2023,29720,yes
2023,29730,yes
2023,29740,yes
2023,29750,yes
2023,29799,yes
2023,29800,yes
2023,29804,yes
2023,29805,yes
2023,29806,yes
2023,29807,yes
2023,29819,yes
2023,29820,yes
2023,29821,yes
2023,29822,yes
2023,29823,yes
2023,29824,yes
2023,29825,yes
2023,29827,yes
2023,29828,yes
2023,29830,yes
2023,29834,yes
2023,29835,yes
2023,29836,yes
2023,29837,yes
2023,29838,yes
2023,29840,yes
2023,29843,yes
2023,29844,yes
2023,29845,yes
2023,29846,yes
2023,29847,yes
2023,29848,yes
2023,29850,yes
2023,29851,yes
2023,29855,yes
2023,29856,yes
2023,29860,yes
2023,29861,yes
2023,29862,yes
2023,29863,yes
2023,29866,yes
2023,29867,yes
2023,29868,yes
2023,29870,yes
2023,29871,yes
2023,29873,yes
2023,29874,yes
2023,29875,yes
2023,29876,yes
2023,29877,yes
2023,29879,yes
2023,29880,yes
2023,29881,yes
2023,29882,yes
2023,29883,yes
2023,29884,yes
2023,29885,yes
2023,29886,yes
2023,29887,yes
2023,29888,yes
2023,29889,yes
2023,29891,yes
2023,29892,yes
2023,29893,yes
2023,29894,yes
2023,29895,yes
2023,29897,yes
2023,29898,yes
2023,29899,yes
2023,29900,yes
2023,29901,yes
2023,29902,yes
2023,29904,yes
2023,29905,yes
2023,29906,yes
2023,29907,yes
2023,29914,yes
2023,29915,yes
2023,29916,yes
2023,29999,yes
2023,30000,yes
2023,30020,yes
2023,30110,yes
2023,30115,yes
2023,30117,yes
2023,30118,yes
2023,30120,yes
2023,30124,yes
2023,30125,yes
2023,30130,yes
2023,30140,yes
2023,30150,yes
2023,30160,yes
2023,30200,yes
2023,30210,yes
2023,30220,yes
2023,30300,yes
2023,30310,yes
2023,30320,yes
2023,30400,yes
2023,30410,yes
2023,30420,yes
2023,30430,yes
2023,30435,yes
2023,30450,yes
2023,30460,yes
2023,30462,yes
2023,30465,yes
2023,30468,yes
2023,30469,yes
2023,30520,yes
2023,30540,yes
2023,30545,yes
2023,30560,yes
2023,30580,yes
2023,30600,yes
2023,30620,yes
2023,30630,yes
2023,30801,yes
2023,30802,yes
2023,30901,yes
2023,30903,yes
2023,30905,yes
2023,30906,yes
2023,30915,yes
2023,30920,yes
2023,30930,yes
2023,30999,yes
2023,31000,yes
2023,31002,yes
2023,31020,yes
2023,31030,yes
2023,31032,yes
2023,31040,yes
2023,31050,yes
2023,31051,yes
2023,31070,yes
2023,31075,yes
2023,31080,yes
2023,31081,yes
2023,31084,yes
2023,31085,yes
2023,31086,yes
2023,31087,yes
2023,31090,yes
2023,31200,yes
2023,31201,yes
2023,31205,yes
2023,31225,yes
2023,31230,yes
2023,31231,yes
2023,31233,yes
2023,31235,yes
2023,31237,yes
2023,31238,yes
2023,31239,yes
2023,31240,yes
2023,31241,yes
2023,31253,yes
2023,31254,yes
2023,31255,yes
2023,31256,yes
2023,31257,yes
2023,31259,yes
2023,31267,yes
2023,31276,yes
2023,31287,yes
2023,31288,yes
2023,31290,yes
2023,31291,yes
2023,31292,yes
2023,31293,yes
2023,31294,yes
2023,31295,yes
2023,31296,yes
2023,31297,yes
2023,31298,yes
2023,31299,yes
2023,31300,yes
2023,31360,yes
2023,31365,yes
2023,31367,yes
2023,31368,yes
2023,31370,yes
2023,31375,yes
2023,31380,yes
2023,31382,yes
2023,31390,yes
2023,31395,yes
2023,31400,yes
2023,31420,yes
2023,31500,yes
2023,31502,yes
2023,31505,yes
2023,31510,yes
2023,31511,yes
2023,31512,yes
2023,31513,yes
2023,31515,yes
2023,31520,yes
2023,31525,yes
2023,31526,yes
2023,31527,yes
2023,31528,yes
2023,31529,yes
2023,31530,yes
2023,31531,yes
2023,31535,yes
2023,31536,yes
2023,31540,yes
2023,31541,yes
2023,31545,yes
2023,31546,yes
2023,31551,yes
2023,31552,yes
2023,31553,yes
2023,31554,yes
2023,31560,yes
2023,31561,yes
2023,31570,yes
2023,31571,yes
2023,31572,yes
2023,31573,yes
2023,31574,yes
2023,31575,yes
2023,31576,yes
2023,31577,yes
2023,31578,yes
2023,31579,yes
2023,31580,yes
2023,31584,yes
2023,31587,yes
2023,31590,yes
2023,31591,yes
2023,31592,yes
2023,31599,yes
2023,31600,yes
2023,31601,yes
2023,31603,yes
2023,31605,yes
2023,31610,yes
2023,31611,yes
2023,31612,yes
2023,31613,yes
2023,31614,yes
2023,31615,yes
2023,31622,yes
2023,31623,yes
2023,31624,yes
2023,31625,yes
2023,31626,yes
2023,31628,yes
2023,31629,yes
2023,31630,yes
2023,31631,yes
2023,31634,yes
2023,31635,yes
2023,31636,yes
2023,31638,yes
2023,31640,yes
2023,31641,yes
2023,31643,yes
2023,31645,yes
2023,31646,yes
2023,31647,yes
2023,31648,yes
2023,31660,yes
2023,31661,yes
2023,31717,yes
2023,31720,yes
2023,31725,yes
2023,31730,yes
2023,31750,yes
2023,31755,yes
2023,31760,yes
2023,31766,yes
2023,31770,yes
2023,31775,yes
2023,31780,yes
2023,31781,yes
2023,31785,yes
2023,31786,yes
2023,31800,yes
2023,31805,yes
2023,31820,yes
2023,31825,yes
2023,31830,yes
2023,31899,yes
2023,32035,yes
2023,32036,yes
2023,32096,yes
2023,32097,yes
2023,32098,yes
2023,32100,yes
2023,32110,yes
2023,32120,yes
2023,32124,yes
2023,32140,yes
2023,32141,yes
2023,32150,yes
2023,32151,yes
2023,32160,yes
2023,32200,yes
2023,32215,yes
2023,32220,yes
2023,32225,yes
2023,32310,yes
2023,32320,yes
2023,32440,yes
2023,32442,yes
2023,32445,yes
2023,32480,yes
2023,32482,yes
2023,32484,yes
2023,32486,yes
2023,32488,yes
2023,32491,yes
2023,32503,yes
2023,32504,yes
2023,32505,yes
2023,32540,yes
2023,32550,yes
2023,32551,yes
2023,32552,yes
2023,32554,yes
2023,32555,yes
2023,32556,yes
2023,32557,yes
2023,32560,yes
2023,32561,yes
2023,32562,yes
2023,32601,yes
2023,32604,yes
2023,32606,yes
2023,32607,yes
2023,32608,yes
2023,32609,yes
2023,32650,yes
2023,32651,yes
2023,32652,yes
2023,32653,yes
2023,32654,yes
2023,32655,yes
2023,32656,yes
2023,32658,yes
2023,32659,yes
2023,32661,yes
2023,32662,yes
2023,32663,yes
2023,32664,yes
2023,32665,yes
2023,32666,yes
2023,32669,yes
2023,32670,yes
2023,32671,yes
2023,32672,yes
2023,32673,yes
2023,32701,yes
2023,32800,yes
2023,32810,yes
2023,32815,yes
2023,32820,yes
2023,32851,yes
2023,32852,yes
2023,32853,yes
2023,32854,yes
2023,32900,yes
2023,32905,yes
2023,32906,yes
2023,32940,yes
2023,32960,yes
2023,32994,yes
2023,32997,yes
2023,32998,yes
2023,32999,yes
2023,33016,yes
2023,33017,yes
2023,33018,yes
2023,33019,yes
2023,33020,yes
2023,33025,yes
2023,33030,yes
2023,33031,yes
2023,33050,yes
2023,33120,yes
2023,33130,yes
2023,33140,yes
2023,33202,yes
2023,33203,yes
2023,33206,yes
2023,33207,yes
2023,33208,yes
2023,33210,yes
2023,33211,yes
2023,33212,yes
2023,33213,yes
2023,33214,yes
2023,33215,yes
2023,33216,yes
2023,33217,yes
2023,33218,yes
2023,33220,yes
2023,33221,yes
2023,33222,yes
2023,33223,yes
2023,33224,yes
2023,33226,yes
2023,33227,yes
2023,33228,yes
2023,33229,yes
2023,33230,yes
2023,33231,yes
2023,33233,yes
2023,33234,yes
2023,33235,yes
2023,33236,yes
2023,33237,yes
2023,33238,yes
2023,33240,yes
2023,33241,yes
2023,33243,yes
2023,33244,yes
2023,33249,yes
2023,33250,yes
2023,33251,yes
2023,33254,yes
2023,33255,yes
2023,33256,yes
2023,33261,yes
2023,33262,yes
2023,33263,yes
2023,33264,yes
2023,33265,yes
2023,33266,yes
2023,33267,yes
2023,33269,yes
2023,33270,yes
2023,33271,yes
2023,33272,yes
2023,33273,yes
2023,33274,yes
2023,33275,yes
2023,33289,yes
2023,33300,yes
2023,33305,yes
2023,33310,yes
2023,33315,yes
2023,33320,yes
2023,33321,yes
2023,33322,yes
2023,33330,yes
2023,33335,yes
2023,33340,yes
2023,33361,yes
2023,33362,yes
2023,33363,yes
2023,33364,yes
2023,33365,yes
